customer_id,signup_date,tenure_days,subscription_tier,monthly_reoccuring_revenue,company_size,industry,logins_30d,session_duration_avg,features_used,power_feature_usage,days_since_last_login,support_tickets_30d,ticket_sentiment,net_promoter_score,payment_failures,usage_vs_plan,churned,engagement_score,activity_recency,usage_efficiency,power_user_score,engagement_velocity,health_score,dormancy_risk,low_engagement_risk,support_risk,payment_risk,sentiment_risk,high_risk_flag,lifecycle_stage,support_intensity,support_quality_score,net_promoter_score_category,satisfaction_index,usage_category,value_realization,revenue_risk_score,estimated_ltv,engagement_tenure,usage_satisfaction,login_feature_interaction,subscription_tier_numeric,subscription_tier_engagement,tenure_segment,tenure_velocity,recently_active,stale_account,subscription_tier_encoded,size_encoded,industry_encoded,lifecycle_encoded,net_promoter_score_category_encoded,usage_category_encoded
cust_00010,2024-08-18,379,basic,49,11-50,retail,19,38.4,9,2,1,1,0.28,7,0,0.42,0,16.479999999999997,0.5,0.45,2.7872860635696823,-0.28764930342251854,50.445793647630815,0,0,0,0,0,0,loyal,0.07334963325183375,78.3325183374083,passive,67.6,medium,6.921599999999999,12.140780556330451,1176.0,97.8940222448327,0.2688,171,1,16.479999999999997,1-2yr,0.04336842105263157,1,0,0,1,3,1,1,2
cust_00011,2024-05-07,482,free,0,1-10,finance,2,15.5,2,0,15,0,0.61,10,0,0.39,1,4.3,0.0625,0.6666666666666666,0.0,-0.3106257362499914,32.23484537520424,1,1,0,0,0,1,loyal,0.0,90.25,promoter,92.19999999999999,medium,1.677,0.0,0.0,26.57407161070606,0.31395,4,0,0.0,1-2yr,0.008902691511387163,0,0,1,0,0,1,2,2
cust_00012,2023-09-13,719,basic,49,1-10,retail,13,10.0,8,3,2,0,0.71,7,0,0.54,0,8.9,0.3333333333333333,0.5714285714285714,1.5620827770360481,0.19946558448025303,44.198112023273424,0,0,0,0,0,0,loyal,0.0,92.75,passive,76.2,medium,4.806000000000001,13.671462554298014,1176.0,58.555335786889906,0.4617,104,1,8.9,1-2yr,0.012361111111111111,1,0,0,0,3,1,1,2
cust_00013,2025-04-29,125,free,0,200+,other,13,59.1,3,0,8,1,0.64,8,0,0.56,0,16.62,0.1111111111111111,0.21428571428571427,0.0,-0.1725965335930343,45.32574423145897,0,0,0,0,0,0,growing,0.1935483870967742,81.3225806451613,passive,80.80000000000001,medium,9.307200000000002,0.0,0.0,80.37900529353357,0.45920000000000005,39,0,0.0,3-6mo,0.1319047619047619,0,0,1,2,2,0,1,2
cust_00014,2025-07-09,54,basic,49,1-10,other,15,35.7,8,3,1,1,0.46,9,0,0.54,0,14.64,0.5,0.5,16.071428571428573,-0.1909050196757396,49.6787490535209,0,0,0,0,0,0,onboarding,0.35714285714285715,68.64285714285714,promoter,83.2,medium,7.905600000000001,12.32870648188738,1176.0,58.66735783180338,0.3942,120,1,14.64,1-2mo,0.2661818181818182,1,0,0,0,2,4,2,2
cust_00015,2024-02-19,560,free,0,11-50,tech,8,16.2,11,0,2,0,0.33,8,0,0.59,0,8.94,0.3333333333333333,1.2222222222222223,0.0,-0.1899572940879397,41.02509365161599,0,0,0,0,0,0,loyal,0.0,83.25,passive,74.6,medium,5.2745999999999995,0.0,0.0,56.5877048953729,0.39235,88,0,0.0,1-2yr,0.015935828877005346,1,0,1,1,4,1,1,2
cust_00016,2025-02-06,207,free,0,1-10,tech,0,22.6,3,0,31,0,0.32,8,0,0.49,1,5.42,0.03125,3.0,0.0,-0.15818104271912786,26.580189694337065,1,1,0,0,0,1,mature,0.0,83.0,passive,74.4,medium,2.6557999999999997,0.0,0.0,28.92945639198114,0.3234,0,0,0.0,6-12mo,0.026057692307692306,0,1,1,0,4,2,1,2
cust_00017,2025-03-10,175,premium,199,1-10,healthcare,20,12.7,9,4,0,0,0.73,9,0,0.79,0,12.04,1.0,0.42857142857142855,11.707317073170731,0.014853858979342703,55.465156617383336,0,0,0,0,0,0,growing,0.0,93.25,promoter,88.60000000000001,high,9.5116,44.31216916570358,4776.0,62.25262730025934,0.68335,180,2,24.08,3-6mo,0.0684090909090909,1,0,2,0,1,0,2,0
cust_00018,2024-05-25,464,premium,199,11-50,other,21,119.4,7,1,2,0,0.58,8,0,0.72,0,32.480000000000004,0.3333333333333333,0.3181818181818182,1.2753036437246963,-0.04083298881473054,61.88104451440641,0,0,0,0,0,0,loyal,0.0,89.5,passive,79.60000000000001,high,23.385600000000004,37.92836070816562,4776.0,199.49337493347736,0.5688,147,2,64.96000000000001,1-2yr,0.0698494623655914,1,0,2,1,2,1,1,0
cust_00019,2024-07-25,403,basic,49,1-10,healthcare,13,34.7,6,2,1,0,0.81,7,0,0.73,0,13.040000000000001,0.5,0.42857142857142855,1.8013856812933025,-0.12526251588117485,45.472959590323995,0,0,0,0,0,0,loyal,0.0,95.25,passive,78.2,high,9.5192,13.35912490037062,1176.0,78.25845000861341,0.66065,78,1,13.040000000000001,1-2yr,0.03227722772277228,1,0,0,0,1,1,1,0
cust_00020,2023-09-11,721,free,0,1-10,finance,21,10.0,6,0,1,0,0.43,7,0,0.89,0,10.1,0.5,0.2727272727272727,0.0,0.06711173683342768,48.35898158849081,0,0,0,0,0,0,loyal,0.0,85.75,passive,70.6,high,8.988999999999999,0.0,0.0,66.47845390281753,0.63635,126,0,0.0,1-2yr,0.013988919667590027,1,0,1,0,0,1,1,0
cust_00021,2025-01-03,241,free,0,1-10,healthcare,13,10.0,4,0,2,1,0.76,7,0,0.86,0,7.1,0.3333333333333333,0.2857142857142857,0.0,-0.2163036836087749,41.094851153708206,0,0,0,0,0,0,mature,0.11070110701107011,88.4649446494465,passive,77.2,high,6.106,0.0,0.0,38.97145785571247,0.7568,52,0,0.0,6-12mo,0.02933884297520661,1,0,1,0,1,2,1,0
cust_00022,2024-12-03,272,free,0,11-50,other,19,37.2,10,0,2,1,0.62,8,0,0.65,0,16.14,0.3333333333333333,0.5,0.0,-0.12471321087886911,55.25536803092496,0,0,0,0,0,0,mature,0.09933774834437087,85.53311258278146,passive,80.4,high,10.491000000000001,0.0,0.0,90.53687477428525,0.5265000000000001,190,0,0.0,6-12mo,0.05912087912087912,1,0,1,1,2,2,1,0
cust_00023,2024-11-15,290,free,0,200+,finance,13,43.9,7,0,0,0,0.77,9,0,0.69,0,14.78,1.0,0.5,0.0,-0.08018289402378498,49.88578786912685,0,0,0,0,0,0,mature,0.0,94.25,promoter,89.4,high,10.198199999999998,0.0,0.0,83.85171788879467,0.6106499999999999,91,0,0.0,6-12mo,0.05079037800687285,1,0,1,2,0,2,2,0
cust_00024,2025-03-24,161,free,0,11-50,healthcare,13,41.6,7,0,6,0,0.72,9,0,0.95,0,14.32,0.14285714285714285,0.5,0.0,-0.026358009469778444,49.29997210377396,0,0,0,0,0,0,growing,0.0,93.0,promoter,88.4,high,13.604,0.0,0.0,72.85437952052773,0.817,91,0,0.0,3-6mo,0.08839506172839506,1,0,1,1,1,0,2,0
cust_00025,2024-05-19,470,free,0,1-10,retail,1,5.0,2,0,19,1,0.69,9,0,0.23,1,1.9,0.05,1.0,0.0,-0.36399824557604316,29.372425576854102,1,1,0,0,0,1,loyal,0.06000000000000001,89.25,promoter,87.80000000000001,low,0.437,0.0,0.0,11.694230378631193,0.19435,2,0,0.0,1-2yr,0.0040339702760084925,0,0,1,0,3,1,2,1
cust_00026,2025-05-26,98,basic,49,200+,finance,12,15.5,5,0,0,2,0.37,7,0,0.5,0,8.2,1.0,0.38461538461538464,0.0,-0.18019573070498415,38.543541027378154,0,0,0,0,0,0,growing,0.46875,60.8125,passive,69.39999999999999,medium,4.1,15.05683244829235,1176.0,37.67998277110363,0.3425,60,1,8.2,3-6mo,0.08282828282828282,1,0,0,2,0,0,1,2
cust_00027,2025-08-02,30,premium,199,11-50,healthcare,15,23.5,6,3,2,1,0.66,7,0,0.93,0,11.6,0.3333333333333333,0.375,22.5,0.008540663048166962,45.32137847208385,0,0,0,0,0,0,new,0.5,66.5,passive,75.2,high,10.788,54.40522842027657,4776.0,39.834251572027696,0.7719000000000001,90,2,23.2,0-1mo,0.3741935483870968,1,0,2,1,1,3,1,0
cust_00028,2023-09-14,718,basic,49,51-200,healthcare,15,70.0,9,3,4,3,0.59,8,0,0.51,0,21.8,0.2,0.5625,1.8048128342245988,0.05544874131722548,53.167218945522656,0,0,0,0,0,0,loyal,0.12032085561497326,83.73395721925134,passive,79.80000000000001,medium,11.118,11.47403135834695,1176.0,143.39737759831883,0.40545,135,1,21.8,1-2yr,0.03031988873435327,1,0,0,3,1,1,1,2
cust_00029,2024-09-09,357,free,0,51-200,tech,14,27.8,3,0,0,0,0.33,9,0,0.63,0,10.66,1.0,0.2,0.0,-0.27212975236800135,42.63181664209142,0,0,0,0,0,0,mature,0.0,83.25,promoter,80.60000000000001,high,6.7158,0.0,0.0,62.68648163503147,0.41895000000000004,42,0,0.0,6-12mo,0.029776536312849163,1,0,1,3,4,2,2,0
cust_00030,2024-03-07,543,premium,199,11-50,finance,20,37.8,9,0,6,1,0.78,9,0,0.85,0,16.259999999999998,0.14285714285714285,0.42857142857142855,0.0,0.06452691114086302,58.140798230582234,0,0,0,0,0,0,loyal,0.05235602094240837,91.88219895287959,promoter,89.60000000000001,high,13.820999999999998,41.649905760570675,4776.0,102.42091475387761,0.7565,180,2,32.519999999999996,1-2yr,0.029889705882352936,1,0,2,1,0,1,2,0
cust_00031,2025-06-23,70,free,0,11-50,healthcare,14,65.7,4,0,0,0,0.4,8,0,0.8,0,18.54,1.0,0.26666666666666666,0.0,-0.19768552578762508,46.00025903638465,0,0,0,0,0,0,onboarding,0.0,85.0,passive,76.0,high,14.832,0.0,0.0,79.03008492034598,0.5599999999999999,56,0,0.0,2-3mo,0.26112676056338024,1,0,1,1,1,4,1,0
cust_00032,2024-12-19,256,premium,199,1-10,other,24,22.4,6,0,10,0,0.27,8,0,0.84,0,13.48,0.09090909090909091,0.24,0.0,-0.26096904420883227,52.79555354082812,0,0,0,0,0,0,mature,0.0,81.75,passive,73.4,high,11.3232,46.96842422687602,4776.0,74.80154562438757,0.5334,144,2,26.96,6-12mo,0.05245136186770428,0,0,2,0,2,2,1,0
cust_00033,2025-07-17,46,premium,199,11-50,tech,12,51.7,8,5,5,1,0.78,7,0,0.73,0,17.340000000000003,0.16666666666666666,0.6153846153846154,23.68421052631579,0.2693313223519999,47.54529350814968,0,0,0,0,0,0,onboarding,0.39473684210526316,74.76315789473685,passive,77.60000000000001,high,12.658200000000003,52.19243295939106,4776.0,66.76155941365242,0.6496999999999999,96,2,34.68000000000001,1-2mo,0.36893617021276603,1,0,2,1,4,4,1,0
cust_00034,2023-11-22,649,free,0,1-10,healthcare,16,10.0,10,0,2,3,0.49,9,0,0.53,0,9.8,0.3333333333333333,0.5882352941176471,0.0,0.2793792198447356,50.28724245805603,0,0,0,0,0,0,loyal,0.1325478645066274,80.62260677466864,promoter,83.80000000000001,medium,5.194000000000001,0.0,0.0,63.474329156318895,0.39485000000000003,160,0,0.0,1-2yr,0.015076923076923078,1,0,1,0,1,1,2,2
cust_00035,2025-07-31,32,free,0,1-10,other,0,25.1,8,0,1,4,-0.47,2,0,0.12,1,7.42,0.5,8.0,0.0,-0.15214012607513147,16.232163352329337,0,1,1,0,1,1,onboarding,1.9354838709677422,13.25,detractor,22.6,low,0.8904,0.0,0.0,25.944086106081283,0.0318,0,0,0.0,1-2mo,0.22484848484848485,1,0,1,0,2,4,0,1
cust_00036,2024-03-15,535,basic,49,1-10,tech,1,7.2,2,0,2,6,-0.21,2,0,0.23,1,2.34,0.3333333333333333,1.0,0.0,-0.4647462276093234,12.324075439365561,0,1,1,0,1,1,loyal,0.3185840707964602,53.82079646017699,detractor,27.800000000000004,low,0.5382,45.98060151735544,823.1999999999999,14.704873936905676,0.09085000000000001,2,1,2.34,1-2yr,0.004365671641791045,1,0,0,0,4,1,0,1
cust_00037,2025-02-08,205,free,0,1-10,tech,12,51.0,11,0,0,0,0.72,7,0,0.85,0,17.1,1.0,0.8461538461538461,0.0,-0.24139673159616967,49.63982784043359,0,0,0,0,0,0,mature,0.0,93.0,passive,76.4,high,14.535,0.0,0.0,91.10668248630185,0.731,132,0,0.0,6-12mo,0.08300970873786409,1,0,1,0,4,2,1,0
cust_00038,2023-12-23,618,basic,49,1-10,tech,13,35.7,6,2,0,4,0.73,7,0,0.41,0,13.24,1.0,0.42857142857142855,1.2037037037037037,0.11053981590729413,44.96461861873829,0,0,1,0,0,1,loyal,0.18518518518518517,83.99074074074075,passive,76.6,medium,5.4284,37.98366843840912,823.1999999999999,85.10811381034405,0.35464999999999997,78,1,13.24,1-2yr,0.021389337641357028,1,0,0,0,4,1,1,2
cust_00039,2023-10-27,675,free,0,51-200,tech,19,22.3,11,0,0,2,0.53,9,0,0.49,0,13.46,1.0,0.55,0.0,-0.03590850375623922,55.58421372494321,0,0,0,0,0,0,loyal,0.0851063829787234,83.99468085106383,promoter,84.60000000000001,medium,6.595400000000001,0.0,0.0,87.7079588035383,0.37485,209,0,0.0,1-2yr,0.019911242603550296,1,0,1,3,4,1,2,2
cust_00040,2023-10-16,686,free,0,1-10,finance,2,6.5,1,0,15,4,-0.17,4,0,0.3,1,2.2,0.0625,0.3333333333333333,0.0,-0.1892806251165477,15.690348902084246,1,1,1,0,1,1,loyal,0.16759776536312848,62.37011173184358,detractor,40.6,low,0.66,0.0,0.0,14.37113544288917,0.12449999999999999,2,0,0.0,1-2yr,0.0032023289665211066,0,0,1,0,0,1,0,1
cust_00041,2024-03-26,524,basic,49,1-10,healthcare,16,32.1,3,1,0,0,0.29,9,0,0.78,0,12.32,1.0,0.17647058823529413,0.8664259927797835,-0.0028938539332378885,44.725950464272906,0,0,0,0,0,0,loyal,0.0,82.25,promoter,79.80000000000001,high,9.6096,13.542142136253139,1176.0,77.1650665951288,0.5031,48,1,12.32,1-2yr,0.023466666666666667,1,0,0,0,1,1,2,0
cust_00042,2025-03-13,172,free,0,1-10,tech,20,20.5,8,0,0,0,0.31,10,0,0.52,0,12.5,1.0,0.38095238095238093,0.0,-0.27936688733086895,53.66053182162356,0,0,0,0,0,0,growing,0.0,82.75,promoter,86.2,medium,6.5,0.0,0.0,64.41614493122223,0.3406,160,0,0.0,3-6mo,0.07225433526011561,1,0,1,0,4,0,2,2
cust_00043,2024-01-14,596,free,0,51-200,other,1,14.7,4,0,19,5,-0.22,4,0,0.4,1,4.4399999999999995,0.05,2.0,0.0,-0.16098094677810545,17.67564858725541,1,1,1,0,1,1,loyal,0.23961661341853036,57.519169329073485,detractor,39.6,medium,1.7759999999999998,0.0,0.0,28.380111983463152,0.15600000000000003,4,0,0.0,1-2yr,0.00743718592964824,0,0,1,3,2,1,0,2
cust_00044,2024-10-12,324,free,0,11-50,other,11,83.2,9,0,1,1,0.66,8,0,0.83,0,22.64,0.5,0.75,0.0,-0.14473201103998984,50.9021181205914,0,0,0,0,0,0,mature,0.0847457627118644,87.26271186440678,passive,81.2,high,18.7912,0.0,0.0,130.94580212794526,0.6889000000000001,99,0,0.0,6-12mo,0.06966153846153847,1,0,1,1,2,2,1,0
cust_00045,2023-09-27,705,premium,199,11-50,tech,5,16.2,1,0,0,2,-0.41,3,0,0.57,1,5.04,1.0,0.16666666666666666,0.0,-0.4272729388650645,16.279441477702946,0,0,0,0,1,0,loyal,0.08163265306122448,60.66836734693878,detractor,29.800000000000004,medium,2.8728,83.30195572968556,4776.0,33.06046079696594,0.16815000000000002,5,2,10.08,1-2yr,0.007138810198300283,1,0,2,1,4,1,0,2
cust_00046,2025-02-23,190,basic,49,1-10,tech,10,70.9,12,2,8,1,0.35,9,0,0.62,0,21.18,0.1111111111111111,1.0909090909090908,2.7272727272727275,-0.11297335434635342,50.55840772326944,0,0,0,0,0,0,mature,0.13636363636363638,76.93181818181817,promoter,81.0,high,13.1316,12.113190107798987,1176.0,111.24315120602762,0.41850000000000004,120,1,21.18,6-12mo,0.11089005235602094,0,0,0,0,4,2,2,0
cust_00047,2025-05-26,98,basic,49,1-10,tech,0,8.4,7,0,15,0,0.64,9,1,0.38,1,3.7800000000000002,0.0625,7.0,0.0,-0.32786138705111983,32.65689236041924,1,1,0,1,0,1,growing,0.0,91.0,promoter,86.80000000000001,medium,1.4364000000000001,40.99906137169729,823.1999999999999,17.36955303350875,0.31160000000000004,0,1,3.7800000000000002,3-6mo,0.038181818181818185,0,0,0,0,4,0,2,2
cust_00048,2023-12-07,634,free,0,1-10,finance,20,18.3,6,0,4,1,0.87,7,0,0.51,0,11.46,0.2,0.2857142857142857,0.0,0.028026167605967787,51.41975152432949,0,0,0,0,0,0,loyal,0.045180722891566265,94.49096385542168,passive,79.4,medium,5.844600000000001,0.0,0.0,73.95854248731025,0.47685000000000005,120,0,0.0,1-2yr,0.01804724409448819,1,0,1,0,0,1,1,2
cust_00049,2024-09-01,365,basic,49,51-200,tech,19,63.1,5,2,2,0,0.87,8,0,0.84,0,20.22,0.3333333333333333,0.25,2.886075949367089,-0.18908732668468378,55.156510779898774,0,0,0,0,0,0,mature,0.0,96.75,passive,85.4,high,16.9848,10.986654858924801,1176.0,119.35124600137561,0.7854,95,1,20.22,6-12mo,0.05524590163934426,1,0,0,3,4,2,1,0
cust_00050,2024-07-14,414,free,0,11-50,tech,4,5.0,5,0,8,0,0.36,10,0,0.34,1,3.7,0.1111111111111111,1.0,0.0,-0.43380009013453774,34.00612122902801,0,1,0,0,0,1,loyal,0.0,84.0,promoter,87.19999999999999,medium,1.2580000000000002,0.0,0.0,22.304630524853582,0.2312,20,0,0.0,1-2yr,0.00891566265060241,0,0,1,1,4,1,2,2
cust_00051,2023-10-12,690,free,0,1-10,healthcare,10,40.7,8,0,0,0,0.83,7,0,0.58,0,13.540000000000001,1.0,0.7272727272727273,0.0,0.16507969401666872,44.9120441955924,0,0,0,0,0,0,loyal,0.0,95.75,passive,78.60000000000001,medium,7.8532,0.0,0.0,88.52641321381427,0.5307,80,0,0.0,1-2yr,0.019594790159189582,1,0,1,0,1,1,1,2
cust_00052,2025-05-25,99,free,0,1-10,healthcare,17,27.0,7,0,4,0,0.67,10,0,0.91,0,12.6,0.2,0.3888888888888889,0.0,0.2636993649385135,53.086750288925195,0,0,0,0,0,0,growing,0.0,91.75,promoter,93.39999999999999,high,11.466,0.0,0.0,58.02514434344995,0.75985,119,0,0.0,3-6mo,0.126,1,0,1,0,1,0,2,0
cust_00053,2024-12-09,266,free,0,200+,tech,20,58.1,3,0,1,0,0.44,7,0,0.68,0,18.520000000000003,0.5,0.14285714285714285,0.0,0.23689641025658928,49.23408520304467,0,0,0,0,0,0,mature,0.0,86.0,passive,70.8,high,12.593600000000004,0.0,0.0,103.47584515357264,0.48960000000000004,60,0,0.0,6-12mo,0.06936329588014982,1,0,1,2,4,2,1,0
cust_00054,2025-02-04,209,free,0,200+,other,15,43.9,4,0,0,0,0.87,9,0,0.91,0,14.48,1.0,0.25,0.0,0.058739987286651085,50.02709221695294,0,0,0,0,0,0,mature,0.0,96.75,promoter,91.40000000000002,high,13.1768,0.0,0.0,77.42611704478895,0.8508500000000001,60,0,0.0,6-12mo,0.06895238095238096,1,0,1,2,2,2,2,0
cust_00055,2024-11-23,282,premium,199,200+,finance,8,49.0,9,2,0,1,0.24,10,0,0.43,0,15.3,1.0,1.0,1.5384615384615383,0.2531245410138701,44.61737934882238,0,0,0,0,0,0,mature,0.09615384615384615,76.1923076923077,promoter,84.8,medium,6.579000000000001,55.10570754792173,4776.0,86.37533753394155,0.2666,72,2,30.6,6-12mo,0.05406360424028269,1,0,2,2,0,2,2,2
cust_00056,2025-06-08,85,free,0,11-50,tech,1,8.5,5,0,11,0,0.32,8,0,0.58,1,3.5,0.08333333333333333,2.5,0.0,-0.21735834840231288,28.026927828478062,0,1,0,0,0,1,onboarding,0.0,83.0,passive,74.4,medium,2.03,0.0,0.0,15.590215536887275,0.3828,5,0,0.0,2-3mo,0.040697674418604654,0,0,1,1,4,4,1,2
cust_00057,2025-02-01,212,free,0,11-50,tech,4,6.4,2,0,10,0,0.43,9,1,0.34,1,3.08,0.09090909090909091,0.4,0.0,-0.28586089277533727,30.55074821663412,0,1,0,1,0,1,mature,0.0,85.75,promoter,82.60000000000001,medium,1.0472000000000001,0.0,0.0,16.51277987038503,0.2431,8,0,0.0,6-12mo,0.014460093896713615,0,0,1,1,4,2,2,2
cust_00058,2024-05-24,465,premium,199,1-10,other,18,10.0,7,0,4,1,0.27,7,0,0.68,0,9.5,0.2,0.3684210526315789,0.0,-0.27286362665367714,45.028546805882115,0,0,0,0,0,0,loyal,0.06060606060606061,78.71969696969697,passive,67.39999999999999,high,6.460000000000001,54.6965959281473,4776.0,58.36976352419363,0.4318,126,2,19.0,1-2yr,0.0203862660944206,1,0,2,0,2,1,1,0
cust_00059,2024-12-14,261,free,0,1-10,finance,12,49.2,10,0,0,2,0.89,9,0,0.72,0,16.44,1.0,0.7692307692307693,0.0,-0.1048018015420414,52.88027637189654,0,0,0,0,0,0,mature,0.2061855670103093,86.94072164948454,promoter,91.80000000000001,high,11.8368,0.0,0.0,91.54358364183244,0.6804,120,0,0.0,6-12mo,0.06274809160305345,1,0,1,0,0,2,2,0
cust_00060,2024-08-17,380,basic,49,11-50,tech,3,39.1,3,0,15,0,0.88,9,0,0.38,1,9.620000000000001,0.0625,0.75,0.0,-0.24587066131667157,36.792563663173,1,1,0,0,0,1,loyal,0.0,97.0,promoter,91.60000000000001,medium,3.6556000000000006,39.985821902522616,823.1999999999999,57.16972998871887,0.35719999999999996,9,1,9.620000000000001,1-2yr,0.025249343832021,0,0,0,1,4,1,2,2
cust_00061,2023-10-10,692,basic,49,1-10,healthcare,15,10.0,6,3,1,1,0.59,9,0,0.74,0,8.9,0.5,0.375,1.8698060941828254,-0.13719058093566244,46.55898158849081,0,0,0,0,0,0,loyal,0.04155124653739612,87.67243767313019,promoter,85.80000000000001,high,6.586,13.093049510819752,1176.0,58.21516699279014,0.5882999999999999,90,1,8.9,1-2yr,0.012842712842712843,1,0,0,0,1,1,2,0
cust_00062,2025-05-29,95,free,0,51-200,healthcare,3,5.0,5,0,0,1,0.76,7,0,0.39,1,3.4,1.0,1.25,0.0,-0.42140521321751556,31.506121229028015,0,1,0,0,0,1,growing,0.24000000000000005,82.0,passive,77.2,medium,1.326,0.0,0.0,15.518783850990642,0.3432,15,0,0.0,3-6mo,0.035416666666666666,1,0,1,3,1,0,1,2
cust_00063,2024-03-05,545,basic,49,51-200,tech,2,9.5,5,0,19,0,0.46,7,0,0.5,1,4.0,0.05,1.6666666666666667,0.0,-0.41530165517903217,28.66858685689236,1,1,0,0,0,1,loyal,0.0,86.5,passive,71.2,medium,2.0,41.976196220061375,823.1999999999999,25.21047590297962,0.365,10,1,4.0,1-2yr,0.007326007326007326,0,0,0,3,4,1,1,2
